credit.policy,purpose,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid,gender,region
1,major_purchase,0.1183,165.67,11.39526742,5.66,702,5970,8950,31.1,2,0,0,1,female,East
1,debt_consolidation,0.0894,413.03,11.40756495,8.77,747,4589.958333,13298,54.3,2,0,0,0,female,South
1,small_business,0.0788,50.05,10.727663,7.74,717,3519.041667,10684,26.3,0,0,0,0,female,South
1,debt_consolidation,0.1322,253.51,10.83295114,3.88,682,3959.958333,7321,50.5,2,0,0,0,female,South
1,credit_card,0.0894,457.51,10.54534144,23.4,747,4860,15373,48,0,0,0,0,female,South
1,debt_consolidation,0.0859,379.33,11.04292184,9.02,777,13950,22054,25.9,2,0,0,0,female,South
1,all_other,0.1183,313.95,11.22524339,14.48,727,2789.958333,12829,63.5,0,0,0,0,male,Center
1,debt_consolidation,0.1357,611.44,10.69194491,6.33,692,11101,5494,14.1,0,0,0,0,male,Center
1,debt_consolidation,0.167,603.53,11.48497363,10.71,672,3989.958333,56896,97.4,2,0,1,0,male,Center
1,home_improvement,0.1392,40.97,10.22557105,11.87,672,4916.041667,9228,93.2,0,0,0,0,male,West
1,all_other,0.0774,202.93,11.1124479,12.77,772,7169.958333,2930,3.3,0,2,0,0,male,East
1,credit_card,0.0894,381.26,11.46163217,15.52,762,4020,10221,21.8,0,0,0,0,male,East
1,debt_consolidation,0.1183,563.28,10.75052252,3.65,722,8856,14907,43.6,0,0,0,0,male,Center
1,all_other,0.0774,109.27,10.66326482,14.23,747,2489.958333,1982,32.5,1,0,0,0,female,Center
1,debt_consolidation,0.1392,136.55,9.998797732,21.49,667,3335,12925,67.7,0,0,0,0,male,Center
1,debt_consolidation,0.1357,101.91,10.22557105,9.87,672,2099.958333,2229,82.6,2,0,0,0,male,Center
1,home_improvement,0.0774,156.1,11.28978191,0.54,797,6000,429,0.6,0,0,0,0,female,East
1,debt_consolidation,0.1183,662.68,10.91508846,13.13,742,5789.958333,20357,59.2,0,0,0,0,female,South
1,credit_card,0.0894,397.15,10.34174248,14.94,762,6149.958333,16495,30.9,1,0,0,0,female,West
1,all_other,0.1322,81.13,10.77167988,20.67,682,3420,19888,94.7,1,0,0,0,female,East
1,debt_consolidation,0.1531,400.38,10.4487146,20.35,667,1860,11438,61.5,3,0,0,0,male,South
1,debt_consolidation,0.1218,366.3,10.62132735,21.69,707,2549.958333,11129,73.2,1,0,0,0,male,Center
1,major_purchase,0.1218,333,11.12726298,5.36,712,5280,35121,35.5,3,0,0,0,male,West
1,debt_consolidation,0.1253,401.6,10.84933709,9.27,742,6960,9087,30.8,0,0,0,0,male,West
1,debt_consolidation,0.16,316.42,11.38639806,5.32,697,1574,5273,43.6,0,0,1,0,male,West
1,credit_card,0.1565,131.2,9.952277717,18.91,697,1170,13881,90.7,0,0,0,0,male,West
1,debt_consolidation,0.1287,215.26,10.30895266,20.12,692,2340,6978,78.4,1,0,0,0,female,East
1,debt_consolidation,0.074,186.36,10.47425013,0.85,782,4800,2772,11.1,0,0,0,0,female,East
1,debt_consolidation,0.1496,173.23,11.66392834,12.71,677,5789.958333,32549,95.5,0,0,0,0,female,South
1,major_purchase,0.1114,196.83,13.71015004,1.7,722,4112,6530,23.3,2,0,0,0,female,South
1,all_other,0.1287,117.72,11.21182037,9.34,697,3030,30703,84.1,2,0,0,0,female,South
1,all_other,0.1148,32.97,10.49127422,1.03,742,2220,2287,15.8,0,0,0,0,female,South
1,all_other,0.1322,676.02,11.01862914,9.68,712,6119.958333,1284,6.3,3,0,1,0,female,South
1,debt_consolidation,0.1496,216.54,10.29688008,20.69,662,4110,18270,75.8,0,0,0,0,male,Center
1,debt_consolidation,0.1253,174.03,10.16585182,21,692,4080,7839,37.7,2,0,0,0,male,Center
1,small_business,0.16,703.15,11.98292909,5.31,717,5970,57602,80,0,0,0,0,male,Center
1,debt_consolidation,0.1531,330.75,10.49127422,21.87,667,1500,7306,73.1,2,0,0,1,male,West
1,debt_consolidation,0.074,124.24,10.81977828,5.23,787,4500,4071,11.8,0,0,0,0,male,East
1,debt_consolidation,0.1218,333,11.03488966,10.88,717,2443.958333,6238,74.3,0,0,0,0,male,East
1,home_improvement,0.1218,582.75,10.77895629,12.7,717,7080,31376,45.7,1,1,0,0,male,Center
1,debt_consolidation,0.1461,155.14,10.81977828,19.78,737,2459.958333,7114,9.2,2,0,0,0,female,Center
1,small_business,0.1843,836.51,11.81303006,6.73,687,5819.958333,17606,37.9,3,1,0,0,male,Center
1,credit_card,0.1253,259.37,10.08029393,3.27,757,4319.958333,1709,94.9,3,0,0,1,male,Center
1,small_business,0.1531,870.39,11.86358234,7.31,747,5850,7424,17.1,0,0,0,0,female,East
1,credit_card,0.1287,269.07,11.33857208,6.19,727,5142,685,85.6,0,0,0,1,female,South
1,credit_card,0.0894,190.63,10.6454249,21.2,727,6059.958333,8706,32.6,2,0,1,0,female,West
1,all_other,0.074,77.65,10.87804719,14.9,767,6059.958333,23331,58.5,1,0,0,0,female,East
1,major_purchase,0.1183,662.68,10.76789534,6.77,812,3656,879,4.3,0,0,0,0,male,South
1,major_purchase,0.074,37.28,11.00209984,6.8,762,7982.958333,37459,6.5,2,0,0,0,male,Center
1,home_improvement,0.0859,94.84,10.55841352,5.61,727,2310,2610,39,1,0,0,0,male,West
1,debt_consolidation,0.0859,316.11,10.49127422,3.47,767,4150.041667,9389,22.2,0,0,0,0,male,West
1,debt_consolidation,0.0774,187.32,10.66895539,23.22,762,8099,11413,22.7,1,0,0,0,male,West
1,major_purchase,0.1218,266.4,9.510444964,1.24,747,2549.958333,707,35.3,0,0,0,0,male,West
1,home_improvement,0.1287,168.17,10.87426647,16.57,682,3644.958333,1465,63.7,1,0,0,1,female,East
1,credit_card,0.1392,392.58,11.08214255,14.88,682,3390,10104,80.8,1,0,0,0,female,East
1,credit_card,0.1253,281.12,11.8493977,8.36,697,9389.958333,7479,27.8,2,0,0,0,female,South
1,all_other,0.0788,312.81,10.858999,9.09,762,5791.041667,7386,33.9,0,0,0,0,female,South
1,all_other,0.1287,235.44,11.53272809,18.69,687,7980,22845,69.4,3,0,0,0,female,South
1,credit_card,0.1287,403.6,10.82774645,16.07,697,3629.958333,19137,42.5,0,0,0,0,female,South
1,debt_consolidation,0.1461,110.33,11.2515607,16.44,662,4709.958333,5843,72.1,1,1,0,0,female,South
1,credit_card,0.0894,274.83,10.30895266,11.8,767,7080,3590,30.7,0,0,0,0,male,Center
1,all_other,0.1148,692.34,10.96065265,10.53,757,5190,4800,25.9,0,0,0,0,male,Center
1,all_other,0.0894,324.07,11.35040654,0,757,3910.958333,6473,11.6,3,0,0,0,male,Center
1,credit_card,0.1426,411.67,11.00209984,16.28,702,5550,26331,96.9,0,0,0,0,male,West
1,credit_card,0.1114,328.04,10.818177,19.31,722,3241.958333,6648,47.1,0,0,0,0,male,East
1,debt_consolidation,0.16,852.57,11.69524702,18.08,757,4019.958333,12067,20.7,0,0,0,1,male,East
1,major_purchase,0.1287,215.26,11.16726111,11.09,687,6660,12267,40,3,0,1,1,male,Center
1,debt_consolidation,0.1183,828.35,11.22524339,8.74,807,5280,0,0,3,0,0,0,female,Center
1,all_other,0.1114,360.84,11.53632944,1.54,757,4259.958333,14617,32,0,0,0,0,male,Center
1,all_other,0.1218,333,10.77895629,10.68,707,5730,3486,51.3,2,0,0,0,male,Center
1,all_other,0.16,703.15,10.858999,0.6,682,2640.041667,1742,7.9,0,0,0,1,female,East
1,all_other,0.1148,65.94,10.81977828,12.03,712,4170,4005,58.19,1,0,0,0,female,South
1,all_other,0.1357,509.53,10.70324447,4.88,717,4589.958333,6588,79.4,1,0,0,0,male,Center
1,debt_consolidation,0.1114,393.65,10.59663473,16.71,752,5557.041667,12746,52.5,2,0,0,0,female,East
1,debt_consolidation,0.1218,333,10.59663473,16.14,707,2947.041667,10006,68.5,0,0,0,0,female,South
1,all_other,0.0894,203.34,10.727663,0.26,782,5399.958333,0,0,3,0,0,0,male,Center
1,debt_consolidation,0.1218,532.8,10.69194491,17.4,717,6390,17070,24.7,0,0,0,0,female,East
1,major_purchase,0.1322,338.01,11.60823564,9.86,687,5880,12919,54.3,1,0,0,0,female,South
1,all_other,0.1531,146.23,10.30895266,9.8,667,1860,5256,93.9,0,0,0,1,male,Center
1,all_other,0.0859,205.47,10.37349118,5.85,732,5910.041667,2400,12.8,3,0,1,0,female,East
1,all_other,0.1183,198.81,10.95109493,14.77,722,5280,9107,93.9,0,0,0,0,female,South
1,debt_consolidation,0.0859,292.4,11.09741002,14.16,747,5009.958333,17411,27.7,3,0,0,0,male,Center
1,all_other,0.1461,137.91,10.57131693,10.68,722,1260,1942,48.5,0,0,0,0,female,East
1,all_other,0.1287,815.61,12.03617361,13.7,722,5280.041667,44889,73.6,0,0,0,0,female,South
1,debt_consolidation,0.1357,339.69,10.81977828,15.53,702,9089.958333,8006,90,2,0,0,0,male,Center
1,debt_consolidation,0.0894,98.5,10.77895629,21.75,717,6175,15354,47.8,3,0,0,0,female,East
1,debt_consolidation,0.0894,158.86,10.23895929,6.13,742,4110,6479,36.2,1,1,0,0,female,South
1,debt_consolidation,0.1253,401.6,10.91508846,15.4,702,3540,18700,69.3,1,0,0,0,male,Center
1,credit_card,0.0894,254.18,11.64745636,11.87,742,7050,53066,53.9,2,0,0,0,female,East
1,all_other,0.074,62.12,11.28978191,3.92,752,6660,13482,48.1,0,0,0,0,female,South
1,all_other,0.1114,590.47,11.6307085,0.99,772,4574.041667,0,0,0,0,0,0,male,Center
1,all_other,0.1218,166.5,10.6896696,8.67,692,3239.958333,11797,68.2,0,0,0,1,female,East
1,debt_consolidation,0.1809,506.74,10.34817337,11.73,662,1140,15767,93.1,1,0,0,0,male,Center
1,debt_consolidation,0.1531,208.9,10.72317927,14.7,682,3060.041667,6474,93.8,1,0,0,0,male,West
1,debt_consolidation,0.1392,273.1,11.00209984,6.42,677,5789.958333,12897,47.8,0,3,0,0,male,West
1,home_improvement,0.0894,317.72,10.47333652,12.52,812,6419.958333,2600,12.3,0,0,0,0,male,West
1,home_improvement,0.074,124.24,11.79810441,1.72,772,9990.041667,10583,16.9,2,0,0,0,male,West
1,debt_consolidation,0.16,527.36,11.08214255,5.72,677,1440,10472,51.1,1,0,0,0,female,East
1,home_improvement,0.1148,824.22,11.05089001,10.17,802,4058.041667,2148,7.7,1,0,0,0,female,East
1,debt_consolidation,0.1062,423.28,10.71441777,23.55,722,3874.041667,24931,57.6,1,0,0,0,female,South
1,debt_consolidation,0.1253,510.37,10.49404814,20.78,707,7740.041667,22376,47.9,1,1,0,0,female,South
1,all_other,0.1183,165.67,11.35040654,20.57,717,4980,5147,51.5,1,0,0,0,female,South
1,debt_consolidation,0.16,168.76,11.49272276,6.06,662,5010,72289,97.2,0,0,0,0,female,South
1,debt_consolidation,0.1322,507.01,10.46310334,17.93,697,4320,12361,57.2,0,0,0,0,female,South
1,debt_consolidation,0.0859,300.3,10.49127422,20.7,757,3330.041667,9324,32.2,0,0,0,0,male,Center
1,major_purchase,0.0859,309.78,11.00209984,14.46,792,4110.041667,6,0,0,0,0,0,male,Center
1,home_improvement,0.0859,316.11,11.41861479,2.94,752,4890.041667,10373,28.7,0,0,0,0,male,Center
1,credit_card,0.0894,222.41,10.89673933,23.44,732,5310.041667,16405,66.1,2,0,0,0,male,West
1,debt_consolidation,0.1253,284.47,10.79957558,19.06,712,2670.041667,2280,53,2,0,0,0,male,East
1,major_purchase,0.0859,316.11,10.87804719,15.31,752,14580,28289,49.1,1,0,0,0,male,East
1,debt_consolidation,0.1392,51.21,10.89673933,20.7,672,2400.041667,1449,90.6,1,0,0,1,male,Center
1,debt_consolidation,0.1148,197.82,10.81977828,1.87,717,13110,4133,14,0,0,0,0,female,Center
1,all_other,0.0859,316.11,11.28978191,6.52,802,5460,2010,2.1,1,0,0,0,male,Center
1,credit_card,0.1218,532.8,11.69524702,21.58,722,7050.041667,85896,70.9,0,0,0,0,male,Center
1,debt_consolidation,0.1322,540.81,11.39639165,5.66,732,5160.041667,6847,75.2,3,0,0,0,female,East
1,credit_card,0.1114,164.02,10.81977828,5.88,717,5280.041667,5305,16.8,3,0,1,0,female,South
1,small_business,0.1392,238.96,11.05089001,10.55,747,3251,3969,17.6,3,0,0,0,female,West
1,credit_card,0.1148,494.53,11.28978191,14.31,737,7170,38142,45.7,0,0,0,0,female,East
1,debt_consolidation,0.0859,102.74,8.699514748,6,732,2157,1215,32.8,1,0,0,1,male,South
1,debt_consolidation,0.1496,866.13,11.62625415,19.09,707,4860.041667,79746,78.4,0,0,0,0,male,Center
1,all_other,0.1253,117.14,10.27505111,6.91,692,1710,4613,32.3,3,0,0,0,male,West
1,debt_consolidation,0.074,155.3,10.81977828,17.93,772,9420,16685,47.5,0,0,0,0,male,West
1,debt_consolidation,0.1426,171.53,11.40756495,15.6,727,7560,28532,99.4,1,0,0,0,male,West
1,debt_consolidation,0.0894,158.86,10.96127785,14.33,727,7020.041667,2530,5.2,0,1,0,1,male,West
1,debt_consolidation,0.2121,746.24,11.73606902,19.87,662,7920,90063,79.6,1,0,0,1,female,East
1,debt_consolidation,0.1426,343.06,11.44035477,4.27,677,5070,4848,56.4,3,0,0,0,female,East
1,debt_consolidation,0.0774,187.32,10.59663473,11.58,762,3720.041667,1940,12.5,0,0,0,0,female,South
1,debt_consolidation,0.0894,155.69,11.58058411,10.65,727,3330.041667,26192,54.5,0,0,0,0,female,South
1,small_business,0.16,815.66,11.22524339,0.56,752,5520.041667,2018,34.8,2,0,0,0,female,South
1,educational,0.0774,218.54,11.15625052,12.32,752,3270,3233,10.4,3,0,0,0,female,South
1,all_other,0.1531,334.23,11.16761428,21.31,672,4023,34009,90.7,0,0,0,0,female,South
1,debt_consolidation,0.1565,874.66,10.90381461,9.84,687,5487,5734,36.5,0,0,0,0,male,Center
1,debt_consolidation,0.0894,158.86,10.87804719,24.34,732,4290,25295,62.5,2,0,0,0,male,Center
1,all_other,0.1183,99.41,9.764225485,20.34,732,1920.041667,228,9.9,1,0,0,1,male,Center
1,all_other,0.1148,32.97,10.13459927,11.57,702,5760,7569,74.2,2,0,0,1,male,West
1,debt_consolidation,0.1218,832.5,12.20607265,6.28,737,3690.041667,15169,35,0,0,0,1,male,East
1,educational,0.0859,237.08,11.03488966,0,782,3960,0,0,1,0,0,0,male,East
1,debt_consolidation,0.1461,620.56,10.93310697,12.73,682,3150,32820,88.5,0,0,0,0,male,Center
1,home_improvement,0.1148,49.46,10.40426284,23.67,757,1800,280,16.5,0,0,0,0,female,Center
1,credit_card,0.1183,165.67,11.47210347,23.75,702,7530.041667,66179,40.6,1,0,0,0,male,Center
1,all_other,0.1496,164.57,10.16277015,22.36,662,2850,275,3.2,3,1,0,1,male,Center
1,all_other,0.1635,176.65,11.00209984,3.16,667,2880,0,0,1,0,0,1,female,East
1,home_improvement,0.0894,317.72,11.23413706,5.58,762,2430,66,0.5,3,0,0,0,female,South
1,credit_card,0.0894,476.58,11.22524339,5.55,777,6840,1892,5.3,2,0,0,0,female,West
1,credit_card,0.1392,546.2,11.39751461,16.51,692,5790,10852,60.9,0,5,0,0,female,East
1,major_purchase,0.0859,158.06,11.40756495,12.59,742,8040,3945,17.6,1,1,0,1,male,South
1,all_other,0.1253,368.13,11.30958454,5.12,727,1410,358,7.5,2,0,0,0,male,Center
1,all_other,0.0774,249.75,11.35040654,7.06,777,4440.041667,5037,16.7,3,0,0,0,male,West
1,debt_consolidation,0.1531,313.34,10.70283989,6.74,662,3510,3094,60.7,0,0,0,0,male,West
1,all_other,0.0859,31.62,11.22524339,2.42,752,5970.041667,5698,52.9,3,0,0,1,male,West
1,all_other,0.1461,41.38,10.59663473,16.35,662,1800,7774,55.9,0,0,1,0,male,West
1,debt_consolidation,0.1392,204.83,10.23995979,15.64,672,3630,11206,71.8,0,0,0,0,female,East
1,all_other,0.1148,329.69,10.49127422,0.5,777,2460,523,7,0,0,0,0,female,East
1,debt_consolidation,0.1183,331.34,10.1266311,12.96,742,1350,5787,13.8,0,0,0,0,female,South
1,all_other,0.1531,452.6,10.6454249,21.51,672,2760.041667,12425,55.6,0,0,0,0,female,South
1,debt_consolidation,0.1148,346.17,10.96819829,6.23,742,3030.041667,10044,63.6,1,0,0,0,female,South
1,debt_consolidation,0.1287,403.6,10.79374227,21.06,692,3665.041667,12668,79.7,2,0,0,0,female,South
1,credit_card,0.16,562.52,10.77895629,20.6,662,4110.041667,10441,50.7,2,2,0,1,female,South
1,debt_consolidation,0.1218,616.05,11.58988651,2.38,722,2280.041667,120,0.8,1,0,0,0,male,Center
1,debt_consolidation,0.1496,277.16,10.54534144,10.33,667,2235.041667,5124,35.3,1,2,0,0,male,Center
1,debt_consolidation,0.1322,730.1,12.65395847,10.49,717,7050.041667,100109,90.4,2,0,0,0,male,Center
1,debt_consolidation,0.1392,286.75,10.41271189,18.48,682,2161,7452,73.8,0,0,0,0,male,West
1,small_business,0.1878,91.37,11.08214255,2.79,662,3720.041667,2601,40.6,2,1,1,0,male,East
1,debt_consolidation,0.1287,538.14,10.91508846,17.93,717,4110.041667,24953,94.5,0,0,0,0,male,East
1,debt_consolidation,0.0859,316.11,11.51292546,0.22,792,8880.041667,1800,3.8,1,0,0,0,male,Center
1,debt_consolidation,0.1496,658.26,10.78692446,17.34,687,3540,23533,46.3,2,0,0,0,female,Center
1,debt_consolidation,0.1565,237.91,10.858999,22.71,662,1620.041667,8159,55.4,2,0,0,0,male,Center
1,all_other,0.1461,275.81,11.01862914,12.59,667,2280.041667,15183,70.3,1,0,1,1,male,Center
